DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Ireland,2017,83.8,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Ireland,2018,82.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Ireland,2019,84.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Ireland,2020,84.8,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Ireland,2021,83.4,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Ireland,2022,82.2,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Ireland,2023,82.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Iceland,2014,73.7,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Iceland,2015,91.1,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Iceland,2016,85.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Iceland,2017,90.5,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Iceland,2018,100.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Iceland,2019,99.5,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Iceland,2020,91.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Iceland,2021,,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Iceland,2022,,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Iceland,2023,,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Italy,2014,82.3,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Italy,2015,85.7,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Italy,2016,86.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Italy,2017,88.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Italy,2018,84.3,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Italy,2019,82.2,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Italy,2020,86.4,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Italy,2021,87.1,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Italy,2022,83.7,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Italy,2023,84.2,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Liechtenstein,2014,75.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Liechtenstein,2015,73.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Liechtenstein,2016,73.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Liechtenstein,2017,73.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Liechtenstein,2018,73.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Liechtenstein,2019,73.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Liechtenstein,2020,73.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Liechtenstein,2021,73.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Liechtenstein,2022,73.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Liechtenstein,2023,73.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Lithuania,2014,75.7,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Lithuania,2015,80.7,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Lithuania,2016,82.3,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Lithuania,2017,82.2,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Lithuania,2018,81.8,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Lithuania,2019,82.7,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Lithuania,2020,82.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Lithuania,2021,84.3,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Lithuania,2022,81.8,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Lithuania,2023,81.1,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Luxembourg,2014,88.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Luxembourg,2015,86.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Luxembourg,2016,87.4,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Luxembourg,2017,89.1,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Luxembourg,2018,88.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Luxembourg,2019,88.5,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Luxembourg,2020,87.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Luxembourg,2021,89.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Luxembourg,2022,85.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Luxembourg,2023,87.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Latvia,2014,90.3,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Latvia,2015,82.2,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Latvia,2016,88.5,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Latvia,2017,80.8,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Latvia,2018,81.4,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Latvia,2019,83.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Latvia,2020,83.5,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Latvia,2021,83.5,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Latvia,2022,82.7,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Latvia,2023,81.4,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Malta,2014,107.1,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Malta,2015,65.1,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Malta,2016,103.4,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Malta,2017,72.1,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Malta,2018,73.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Malta,2019,59.8,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Malta,2020,58.3,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Malta,2021,83.2,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Malta,2022,75.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Malta,2023,71.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Netherlands,2014,82.4,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Netherlands,2015,82.1,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Netherlands,2016,80.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Netherlands,2017,81.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Netherlands,2018,75.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Netherlands,2019,69.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Netherlands,2020,74.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Netherlands,2021,71.1,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Netherlands,2022,72.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Netherlands,2023,80.5,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Norway,2014,80.1,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Norway,2015,82.4,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Norway,2016,85.4,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Norway,2017,86.2,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Norway,2018,81.4,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Norway,2019,83.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Norway,2020,90.8,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Norway,2021,83.7,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Norway,2022,83.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Norway,2023,82.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Poland,2014,73.5,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Poland,2015,69.7,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Poland,2016,82.2,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Poland,2017,82.7,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Poland,2018,87.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Poland,2019,82.4,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Poland,2020,85.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Poland,2021,82.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Poland,2022,86.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Poland,2023,89.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Portugal,2014,76.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Portugal,2015,78.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Portugal,2016,82.1,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Portugal,2017,80.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Portugal,2018,73.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Portugal,2019,78.5,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Portugal,2020,62.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Portugal,2021,100.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Portugal,2022,56.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Portugal,2023,90.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Romania,2014,87.3,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Romania,2015,66.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Romania,2016,74.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Romania,2017,83.4,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Romania,2018,83.1,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Romania,2019,81.5,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Romania,2020,76.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Romania,2021,79.0,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Romania,2022,,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Romania,2023,,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Sweden,2014,84.1,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Sweden,2015,83.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Sweden,2016,83.4,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Sweden,2017,83.5,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Sweden,2018,83.3,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Sweden,2019,86.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Sweden,2020,74.1,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Sweden,2021,76.3,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Sweden,2022,,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Sweden,2023,,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovenia,2014,81.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovenia,2015,86.2,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovenia,2016,75.8,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovenia,2017,86.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovenia,2018,84.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovenia,2019,87.8,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovenia,2020,85.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovenia,2021,87.1,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovenia,2022,80.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovenia,2023,82.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovakia,2014,90.7,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovakia,2015,86.7,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovakia,2016,89.4,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovakia,2017,88.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovakia,2018,88.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovakia,2019,91.2,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovakia,2020,92.6,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovakia,2021,92.5,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovakia,2022,90.9,,
ESTAT:CEI_WM060$DEFAULTVIEW(1.0),08/04/26 11:00:00,Annual,Percentage,Slovakia,2023,92.4,,
